NPRI ID,Company Name,Facility Name,City,Census Subdivision,Census Area or Census Metropolitan Area,Economic Region,Province,Postal Code,Terrestrial Ecozone,Watershed,NAICS 4 Code,NAICS 6 Code,Latitude,Longitude
0000000686,Penn West Exploration Ltd,Acheson Sour Gas Plant 05-02,n/a,Parkland County,Edmonton,Edmonton,AB,n/a,Prairie,Nelson River Drainage Area,2111,211113,53.5468,-113.7348
0000000689,Keyera Corp,Pembina  North Gas Plant,Drayton Valley,Yellowhead County, ,Banff--Jasper--Rocky Mountain House,AB,T0E 0M0,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,53.245,-115.6743
0000000698,Keyera Corp,Fort Saskatchewan Plant,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,T8L 2T2,Prairie,Nelson River Drainage Area,2111,211113,53.7469,-113.1645
0000000701,Kubota Materials Canada Corporation,Kubota Materials Canada Corporation,Orillia,Orillia,Orillia,Kitchener--Waterloo--Barrie,ON,L3V 6L6,MixedWood Plain,St. Lawrence Drainage Area,3315,331514,44.6259,-79.4326
0000000702,Lafarge Canada Inc.,Richmond Cement Plant,Richmond,Richmond,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V6W 1H4,Pacific Maritime,Pacific Drainage Area,3273,327310,49.1591,-123.0032
0000000705,Lallemand Inc.,USINE MONTREAL,Montréal,Montréal,Montréal,Montréal,QC,H1W 2N8,MixedWood Plain,St. Lawrence Drainage Area,3119,311990,45.5389,-73.5447
0000000716,Locweld Inc.,LOCWELD - CANDIAC,Candiac,Candiac,Montréal,Montérégie,QC,J5R 1J5,MixedWood Plain,St. Lawrence Drainage Area,3323,332319,45.3968,-73.5247
0000000717,Dana Canada Corporation,Dana Cambridge,Cambridge,Cambridge,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N1R 5Y2,MixedWood Plain,St. Lawrence Drainage Area,3363,336390,43.3645,-80.2916
0000000718,Louisiana-Pacific Canada Ltd.,LP Dawson Creek OSB,Dawson Creek,Dawson Creek,Dawson Creek,Northeast / Nord-est,BC,V1G 4P2,Boreal PLain,Great Slave Lake Drainage Area,3212,321217,55.7814,-120.2753
0000000721,Macco Organicques Inc.,Usine de Valleyfield,Valleyfield,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,Montérégie,QC,J6S 4M5,MixedWood Plain,St. Lawrence Drainage Area,3251,325189,45.2624,-74.1039
0000000722,2121865 Ontario Ltd.,Mac Coatings,Windsor,Windsor,Windsor,Windsor--Sarnia,ON,N8Y 2N7,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,42.3175,-83.0043
0000000723,Catalyst Paper Corporation,Powell River Division,Powell River,Powell River,Powell River,Vancouver Island and Coast / Île de Vancouver et la côte,BC,V8A 4R3,Pacific Maritime,Pacific Drainage Area,3221,322111,49.8727,-124.5516
0000000728,Mancuso Chemicals Limited,NIAGARA FALLS,Niagara Falls,Niagara Falls,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2E 6X8,MixedWood Plain,St. Lawrence Drainage Area,3252,325210,43.0552,-79.088
0000000729,Mapei Inc.,MAPEI Inc.,Laval,Laval,Montréal,Laval,QC,H7L 3J5,MixedWood Plain,St. Lawrence Drainage Area,3255,325520,45.5908,-73.7358
0000000732,Metalex Products Ltd.,METALEX PRODUCTS - RICHMOND,Richmond,Richmond,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V6X 2S8,Pacific Maritime,Pacific Drainage Area,3399,339990,49.1941,-123.092
0000000741,Morbern Inc.,Morbern Inc.,Cornwall,Cornwall,Cornwall,Ottawa,ON,K6H 5v3,MixedWood Plain,St. Lawrence Drainage Area,3133,313320,45.033,-74.6684
0000000743,National Rubber Technologies Corp.,Cawthra Plant,Toronto,Toronto,Toronto,Toronto,ON,M6N 5B3,MixedWood Plain,St. Lawrence Drainage Area,3262,326290,43.6687,-79.4637
0000000744,DEPARTMENT OF NATIONAL DEFENCE,8 Wing Trenton Environmental Management,Astra,Quinte West,Belleville,Kingston--Pembroke,ON,K0K 3W0,MixedWood Plain,St. Lawrence Drainage Area,9111,911110,44.1119,-77.5317
0000000745,Department of National Defence,14 Wing Greenwood,Greenwood,"Kings, Subd. A", ,Annapolis Valley,NS,B0P 1N0,Atlantic Maritime,Maritime Provinces Drainage Area,9111,911110,44.9834,-64.9142
0000000746,DEPARTMENT OF NATIONAL DEFENCE,5 Wing Goose Bay,Happy Valley-Goose Bay,Happy Valley-Goose Bay, ,West Coast--Northern Peninsula--Labrador / Côte-ouest--Northern Peninsula--Labrador,NL,A0P 1S0,Boreal Shield,Northern Québec and Labrador Drainage Area,9111,911110,53.3149,-60.4175
0000000748,NCH Corp.,NCH Canada Inc,Brampton,Brampton,Toronto,Toronto,ON,L6T 1E6,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.6969,-79.7212
0000000757,Ostrem Chemical Co. Ltd.,Ostrem Chemical Co. Ltd.,Edmonton,Edmonton,Edmonton,Edmonton,AB,T6P 1N2,Prairie,Nelson River Drainage Area,3256,325610,53.5164,-113.3781
0000000758,Uniboard Canada Inc,"Uniboard Canada inc, usine Mont-Laurier",Mont-Laurier,Mont-Laurier, ,Laurentides,QC,J9L 3W3,Boreal Shield,St. Lawrence Drainage Area,3212,321216,46.555,-75.4756
0000000762,PPG Phillips Industrial Coatings Inc,PPG PHILLIPS INDUSTRIAL COATINGS - WINNIPEG,Winnipeg,Winnipeg,Winnipeg,Winnipeg,MB,R2J 3V9,Prairie,Nelson River Drainage Area,3255,325510,49.8811,-97.0389
0000000764,Plasti-Fab Ltd.,Plasti-Fab Polymer Plant & Plasti-Fab Crossfield,Crossfield,Crossfield,Calgary,Calgary,AB,T0M 0S0,Prairie,Nelson River Drainage Area,3261,326140,51.4191,-114.027
0000000765,Axiall Canada Inc.,Axiall Canada Inc.,Beauharnois,Beauharnois,Montréal,Montérégie,QC,J6N 1W5,MixedWood Plain,St. Lawrence Drainage Area,3251,325181,45.309,-73.894
0000000767,Praxair Canada Inc.,PRAXAIR CANADA INC. PRENTISS AIR SEPARATION PLANT,Prentiss,Lacombe County, ,Red Deer,AB,T0C 1S0,Prairie,Nelson River Drainage Area,3259,325999,52.3869,-113.6001
0000000770,City of Ottawa,Robert O. Pickard Environmental Centre,Gloucester,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K1J 1A6,MixedWood Plain,St. Lawrence Drainage Area,2213,221320,45.4606,-75.5908
0000000773,Cables PTI Cables Inc.,CABLES PTI CABLES - POINTE  CLAIRE,Pointe-Claire,Pointe-Claire,Montréal,Montréal,QC,H9R 1E2,MixedWood Plain,St. Lawrence Drainage Area,3359,335920,45.4704,-73.8021
0000000775,Resolute FP Canada Inc,Thorold Division,Thorold,Thorold,St. Catharines - Niagara,Hamilton--Niagara Peninsula,ON,L2V 3Z5,MixedWood Plain,St. Lawrence Drainage Area,3221,322122,43.1063,-79.1998
0000000781,Recochem Inc.,ST LAURENT,St-Laurent,Montréal,Montréal,Montréal,QC,H4T 1P4,MixedWood Plain,St. Lawrence Drainage Area,3399,339990,45.483,-73.7142
0000000784,Recochem Inc.,PORT COQUITLAM,Port Coquitlam,Port Coquitlam,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3C 4P2,Pacific Maritime,Pacific Drainage Area,3399,339990,49.2525,-122.762
0000000787,Napierville Refineries Inc.,Napierville,Napierville,Saint-Jacques-le-Mineur, ,Montérégie,QC,J0J 1L0,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,45.25,-73.4167
0000000790,Recochem Inc.,NISKU,Nisku,Leduc County,Edmonton,Edmonton,AB,T0C 2G0,Prairie,Nelson River Drainage Area,3399,339990,53.3436,-113.5269
0000000793,Reichhold Ltd.,Port Moody Plant,Port Moody,Port Moody,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V3H 3L9,Pacific Maritime,Pacific Drainage Area,3252,325210,49.2786,-122.864
0000000799,Scapa North America Ltd.,SCAPA NORTH AMERICA,Renfrew,Renfrew, ,Kingston--Pembroke,ON,K7V 3Z4,MixedWood Plain,St. Lawrence Drainage Area,3255,325520,45.4692,-76.6606
0000000800,Siltech Corporation,Mississauga Plant,Mississauga,Mississauga,Toronto,Toronto,ON,L5C 1V8,MixedWood Plain,St. Lawrence Drainage Area,3251,325190,43.5689,-79.6447
0000000805,MSSC Canada,MSSC Canada,Chatham,Chatham-Kent,Chatham-Kent,Windsor--Sarnia,ON,N7M 3V7,MixedWood Plain,St. Lawrence Drainage Area,3363,336330,42.4006,-82.1739
0000000806,Evonik Oil Additives Canada Inc.,Morrisburg Plant,Morrisburg,South Dundas, ,Ottawa,ON,K0C 1X0,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,44.9136,-75.1583
0000000813,Sani-Marc Inc,SANI-MARC INC.,Victoriaville,Victoriaville,Victoriaville,Centre-du-Québec,QC,G6P 7E3,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,46.0745,-71.9575
0000000814,Schwartz Chemical Corp.,SCHWARTZ CHEMICAL COROPORATION,Pickering,Pickering,Toronto,Toronto,ON,L1W 3A3,MixedWood Plain,St. Lawrence Drainage Area,3255,325510,43.8199,-79.0578
0000000815,Northern Pulp Nova Scotia Corporation,Northern Pulp Nova Scotia Corporation,New Glasgow,"Pictou, Subd. B",New Glasgow,North Shore / Côte-nord,NS,B2H 5E8,Atlantic Maritime,Maritime Provinces Drainage Area,3221,322112,45.65243,-62.71653
0000000818,Canusa-CPS,Huntsville,Huntsville,Huntsville, ,Muskoka--Kawarthas,ON,P1H 1Y7,Boreal Shield,St. Lawrence Drainage Area,3261,326114,45.3173,-79.245
0000000821,Manitoba Hydro,Brandon Generating Station,Brandon,Brandon,Brandon,Southwest / Sud-ouest,MB,R7A 7J8,Prairie,Nelson River Drainage Area,2211,221112,49.8449,-99.8901
0000000823,Manitoba Hydro,Selkirk Generating Station,Selkirk,St. Clements,Winnipeg,Interlake,MB,R1A 2B3,Boreal PLain,Nelson River Drainage Area,2211,221112,50.1338,-96.8522
0000000851,C.P. Loewen Enterprises Ltd.,C.P. Loewen Enterprises,Steinbach,Steinbach,Steinbach,Southeast / Sud-est,MB,R5G 1B2,Prairie,Nelson River Drainage Area,3219,321911,49.5324,-96.6896
0000000853,Chemtrade Logistics Inc.,Chemtrade - Fort Saskatchewan CSC,Fort Saskatchewan,Fort Saskatchewan,Edmonton,Edmonton,AB,T8L 2T2,Prairie,Nelson River Drainage Area,3251,325189,53.7185,-113.183
0000000872,LNG Canada Development Inc,Kitimat Marine Terminal,Kitimat,Kitimat, ,North Coast / Côte-nord,BC,V8C 2G7,Pacific Maritime,Pacific Drainage Area,3251,325190,54.0293,-128.687
0000000875,Meadow Lake Mechanical Pulp,Meadow Lake Mechanical Pulp,Meadow Lake,Meadow Lake No. 588, ,Prince Albert,SK,S9X 1V7,Boreal PLain,Western and Northern Hudson Bay Drainage Area,3221,322111,54.156864,-108.285728
0000000878,Millar Western Forest Products Ltd.,Whitecourt Pulp Divison,Whitecourt,Whitecourt, ,Athabasca--Grande Prairie--Peace River,AB,T7S 1N9,Boreal PLain,Great Slave Lake Drainage Area,3221,322111,54.1444,-115.6917
0000000921,Bartek Ingredients Inc.,Plant #2,Stoney Creek,Hamilton,Hamilton,Hamilton--Niagara Peninsula,ON,L8E 3J4,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.2322,-79.7167
0000000928,Domtar Inc.,Dryden Mill,Dryden,Dryden, ,Northwest / Nord-ouest,ON,P8N 2Z7,Boreal Shield,Nelson River Drainage Area,3221,322112,49.7831,-92.8472
0000000929,Resolute FP Canada Inc.,Usine de Gatineau,Gatineau,Gatineau,Ottawa - Gatineau (partie du Québec / Quebec part),Outaouais,QC,J8P 4X6,Boreal Shield,St. Lawrence Drainage Area,3221,322122,45.4808,-75.6556
0000000930,Produits forestiers Résolu,Thunder Bay Operations,Thunder Bay,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,ON,P7E 6S3,Boreal Shield,St. Lawrence Drainage Area,3221,322112,48.3486,-89.3067
0000000931,Ampacet Canada Co.,Ampacet Canada Co.,Kitchener,Kitchener,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N2C 2G8,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,43.4061,-80.4531
0000000935,Bombardier Produits Récréatifs Inc.,Complexe A,Valcourt,Valcourt, ,Estrie,QC,J0E 2L0,Atlantic Maritime,St. Lawrence Drainage Area,3369,336990,45.4917,-72.3083
0000000941,Lantic Inc. - Vancouver Refinery,Lantic Inc. - Vancouver Refinery,Vancouver,Vancouver,Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,BC,V6A 3N2,Pacific Maritime,Pacific Drainage Area,3113,311310,49.2841,-123.0802
0000000947,Lantic Inc. Taber Factory,Lantic Inc. Taber Beet Sugar Factory,Taber,Taber, ,Lethbridge--Medicine Hat,AB,T1G 2C4,Prairie,Nelson River Drainage Area,3113,311310,49.7894,-112.1261
0000000953,Essex Group Canada Inc.,Essex Group Canada Inc.,Simcoe,Norfolk County,Norfolk,Hamilton--Niagara Peninsula,ON,N3Y 4L5,MixedWood Plain,St. Lawrence Drainage Area,3314,331420,42.8503,-80.3025
0000000956,Nexans Canada Inc.,Nexans Fergus Plant,Fergus,Centre Wellington,Centre Wellington,Kitchener--Waterloo--Barrie,ON,N1M 2W9,MixedWood Plain,St. Lawrence Drainage Area,3359,335920,43.7139,-80.3793
0000000959,Nexans Canada Inc.,Usine de coulée continue de Montréal-Est,Montréal-Est,Montréal-Est,Montréal,Montréal,QC,H1B 5H6,MixedWood Plain,St. Lawrence Drainage Area,3314,331420,45.6291,-73.5132
0000000971,Nexans Canada Inc.,Weyburn Facility,Weyburn,Weyburn,Weyburn,Regina--Moose Mountain,SK,S4H 0B8,Prairie,Nelson River Drainage Area,3359,335920,49.6606,-103.831
0000000979,Produits forestiers Résolu,Usine Kénogami,Jonquière,Saguenay,Saguenay,Saguenay--Lac-Saint-Jean,QC,G7S 5J7,Boreal Shield,St. Lawrence Drainage Area,3221,322122,48.4289,-71.2437
0000000983,Resolute FP Canada Inc.,Division Alma,Alma,Alma,Alma,Saguenay--Lac-Saint-Jean,QC,G8B 5W2,Boreal Shield,St. Lawrence Drainage Area,3221,322111,48.565,-71.6558
0000000998,Air Canada,Regina International Airport,Regina,Regina,Regina,Regina--Moose Mountain,SK,S4W 1B3,Prairie,Nelson River Drainage Area,4881,488190,50.4329,-104.658
0000001006,Jazz Aviation LP,Ottawa International Airport,Ottawa,Ottawa,Ottawa - Gatineau (Ontario part / partie de l'Ontario),Ottawa,ON,K1V 9B4,MixedWood Plain,St. Lawrence Drainage Area,4881,488190,45.32,-75.6647
0000001012,Air Canada,Quebec International Airport,Quebec,Québec,Québec,Capitale-Nationale,QC,G2G 0J4,MixedWood Plain,St. Lawrence Drainage Area,4881,488190,46.7914,-71.3884
0000001014,Air Canada,Halifax International Airport,Halifax,Halifax,Halifax,Halifax,NS,B2T 1K2,Atlantic Maritime,Maritime Provinces Drainage Area,4881,488190,44.8887,-63.5141
0000001018,Air Canada,Fredericton International Airport,Lincoln,Lincoln,Fredericton,Fredericton--Oromocto,NB,E3B 7E4,Atlantic Maritime,Maritime Provinces Drainage Area,4881,488190,45.8722,-66.5307
0000001020,Air Canada,Saint John International Airport,Saint John,Saint John,Saint John,Saint John--St. Stephen,NB,E2N 1L7,Atlantic Maritime,Maritime Provinces Drainage Area,4881,488190,45.3277,-65.8903
0000001022,Air Canada,Moncton International Airport,Dieppe,Dieppe,Moncton,Moncton--Richibucto,NB,E1A 7Z5,Atlantic Maritime,Maritime Provinces Drainage Area,4881,488190,46.1053,-64.6784
0000001024,Air Canada,Charlottetown International Airport,Maple Hills,Charlottetown,Charlottetown,Prince Edward Island / Île-du-Prince-Édouard,PE,C1C 1N2,Atlantic Maritime,Maritime Provinces Drainage Area,4881,488190,46.2859,-63.1304
0000001028,Alberta Newsprint Co.,ALBERTA NEWSPRINT,Whitecourt,Woodlands County, ,Athabasca--Grande Prairie--Peace River,AB,T7S 1P9,Boreal PLain,Great Slave Lake Drainage Area,3221,322122,54.1791,-115.806
0000001033,Alberta Power (2000) Ltd.,Battle River Generating Station,Forestburg,Flagstaff County, ,Camrose--Drumheller,AB,T0B 1N0,Prairie,Nelson River Drainage Area,2211,221112,52.5647,-112.1414
0000001036,Alberta Power (2000) Ltd.,Sheerness Generating Station,Hanna,Special Area No. 2, ,Camrose--Drumheller,AB,T0J 1P0,Prairie,Nelson River Drainage Area,2211,221112,51.5317,-111.7861
0000001039,Milner Power Limited Partnership by its GP Milner Power Inc.,H.R.Milner Generating Station,Grande Cache,Greenview No. 16, ,Athabasca--Grande Prairie--Peace River,AB,T0E 0Y0,Montane Cordillera,Great Slave Lake Drainage Area,2211,221112,54.0071,-119.104
0000001042,SUEZ Canada Waste Services Inc.,Swan Hills Treatment Center,Swan Hills,Big Lakes County, ,Athabasca--Grande Prairie--Peace River,AB,T0G 2C0,Boreal PLain,Great Slave Lake Drainage Area,5622,562210,54.775,-115.2186
0000001054,"Innophos Canada, Inc.","Innophos Canada, Inc.",Lowbanks,Haldimand County, ,Hamilton--Niagara Peninsula,ON,N0A 1K0,MixedWood Plain,St. Lawrence Drainage Area,3251,325189,42.8631,-79.5683
0000001070,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,Sault Ste. Marie,Sault Ste. Marie,Sault Ste. Marie,Northeast / Nord-est,ON,P6A 7B4,Boreal Shield,St. Lawrence Drainage Area,3311,331110,46.5208,-84.3697
0000001071,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,Bécancour,Bécancour,Trois-Rivières,Centre-du-Québec,QC,G9H 2T7,MixedWood Plain,St. Lawrence Drainage Area,3313,331313,46.3829,-72.3874
0000001074,Pengrowth Energy Corporation,Olds Gas Plant,Olds,Mountain View County, ,Calgary,AB,T4H 1T8,Prairie,Nelson River Drainage Area,2111,211113,51.7423,-114.1345
0000001077,Direct Energy Marketing Ltd.,Ferrier Gas Plant,Rocky Mountain House,Clearwater County, ,Banff--Jasper--Rocky Mountain House,AB,T4T 1B1,Boreal PLain,Nelson River Drainage Area,2111,211113,52.496,-114.988
0000001080,Direct Energy Marketing Ltd.,Boundary Gas Plant 14-24-084-15,FSJ - Boundary Lake Sour,Peace River B, ,Northeast / Nord-est,BC,N/A,Boreal PLain,Great Slave Lake Drainage Area,2111,211113,56.3009,-120.231
0000001083,Produits American Biltrite Ltée,PRODUITS AMERICAN BILTRITE LTEE. - SHERBROOKE,Sherbrooke,Sherbrooke,Sherbrooke,Estrie,QC,J1H 4K3,Atlantic Maritime,St. Lawrence Drainage Area,3262,326290,45.4052,-71.8946
0000001091,Plains Midstream Canada,Empress Gas Plant,Medicine Hat,Cypress County,Medicine Hat,Lethbridge--Medicine Hat,AB,T1A 7H3,Prairie,Nelson River Drainage Area,2111,211113,50.6756,-110.025
0000001093,Armstrong Manufacturing Inc.,2485 Haines Road,Mississauga,Mississauga,Toronto,Toronto,ON,l4y 1y7,MixedWood Plain,St. Lawrence Drainage Area,3256,325610,43.5944,-79.5931
0000001096,Nexeo Solutions Canada Corporation,Mississauga - Distribution,Mississauga,Mississauga,Toronto,Toronto,ON,L5J 4E7,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,43.4988,-79.6446
0000001106,Moly-Cop AltaSteel Ltd.,AltaSteel,Edmonton,Strathcona County,Edmonton,Edmonton,AB,T6B 2X6,Prairie,Nelson River Drainage Area,3311,331110,53.5291,-113.3875
0000001109,Atotech Canada Ltd.,ATOTECH CANADA,Burlington,Burlington,Hamilton,Hamilton--Niagara Peninsula,ON,L7L 5R6,MixedWood Plain,St. Lawrence Drainage Area,3259,325999,43.3796,-79.7815
0000001112,Agropur Cooperative,Agropur Coopérative - Usine de Don Mills,Toronto,Toronto,Toronto,Toronto,ON,M3A 3P9,MixedWood Plain,St. Lawrence Drainage Area,3115,311511,43.7404,-79.3264
0000001125,Bell Helicopter Textron Canada Ltd.,BELL HELICOPTER TEXTRON CANADA LIMITÉE,Mirabel,Mirabel,Montréal,Laurentides,QC,J7J 1R4,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.6878,-73.9312
0000001136,Bombardier Inc.,Usine St-Laurent,Saint-Laurent,Montréal,Montréal,Montréal,QC,H4R 1K2,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.5139,-73.7
0000001139,Bombardier Inc.,Usine Dorval,Dorval,Dorval,Montréal,Montréal,QC,H4S 1Y9,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,45.4744,-73.733
0000001145,Cameco Corporation,Port Hope Conversion Facility,Port Hope,Port Hope,Port Hope,Muskoka--Kawarthas,ON,L1A 3A1,MixedWood Plain,St. Lawrence Drainage Area,3314,331410,43.9422,-78.2942
0000001147,CAMECO,Rabbit Lake Operation,Saskatoon,"Division No. 18, Unorganized", ,Northern / Nord,SK,S7M 1J3,Boreal Shield,Great Slave Lake Drainage Area,2122,212291,58.1938,-103.7158
0000001148,CAMECO,Key Lake Operation,Saskatoon,"Division No. 18, Unorganized", ,Northern / Nord,SK,S7M 1J3,Boreal Shield,Western and Northern Hudson Bay Drainage Area,2122,212291,57.2122,-105.6788
0000001149,CAMECO,McArthur River,Saskatoon,"Division No. 18, Unorganized", ,Northern / Nord,SK,S7M 1J3,Boreal Shield,Great Slave Lake Drainage Area,2122,212291,57.7622,-105.05
0000001152,Canada Colors & Chemicals Ltd.,COLBORNE PLANT,Colborne,Cramahe, ,Muskoka--Kawarthas,ON,K0K 1S0,MixedWood Plain,St. Lawrence Drainage Area,3261,326198,44.023,-77.8916
0000001154,Canada Colors & Chemicals Ltd.,BRAMPTON WAREHOUSE,Brampton,Brampton,Toronto,Toronto,ON,L6W 1H8,MixedWood Plain,St. Lawrence Drainage Area,4184,418410,43.6861,-79.7267
0000001156,Sulco Chemicals,ELMIRA PLANT,Elmira,Woolwich,Kitchener - Cambridge - Waterloo,Kitchener--Waterloo--Barrie,ON,N3B 2Z5,MixedWood Plain,St. Lawrence Drainage Area,3251,325189,43.5917,-80.5539
0000001168,Textiles Montery (1996),Textiles Monterey,Drummondville,Drummondville,Drummondville,Centre-du-Québec,QC,J2B 6X1,MixedWood Plain,St. Lawrence Drainage Area,3132,313210,45.869797,-72.482587
0000001169,Celestica International Inc.,CELESTICA TORONTO SITE,Toronto,Toronto,Toronto,Toronto,ON,M3C 1V7,MixedWood Plain,St. Lawrence Drainage Area,3341,334110,43.7219,-79.3425
0000001175,Agrium Inc.,Joffre Nitrogen Operations,Joffre,Lacombe County, ,Red Deer,AB,T4L 1X6,Prairie,Nelson River Drainage Area,3253,325313,52.3221,-113.5166
0000001177,Agrium Inc.,Vanscoy Potash Operations,Vanscoy,Vanscoy No. 345,Saskatoon,Saskatoon--Biggar,SK,S0L 3J0,Prairie,Nelson River Drainage Area,2123,212396,52.0057,-107.0936
0000001185,Skookumchuck Pulp Inc.,Skookumchuck Operation,Skookumchuck,East Kootenay E, ,Kootenay,BC,V0B 2E0,Montane Cordillera,Pacific Drainage Area,3221,322112,49.9151,-115.7579
0000001189,Bombardier Inc.,Toronto Site,Toronto,Toronto,Toronto,Toronto,ON,M3K 1Y5,MixedWood Plain,St. Lawrence Drainage Area,3364,336410,43.7353,-79.4728
0000001195,Domtar Inc.,Domtar Usine de Windsor,Windsor,Windsor, ,Estrie,QC,J1S 2L9,Atlantic Maritime,St. Lawrence Drainage Area,3221,322121,45.5644,-71.979
0000001199,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,Huntsville, ,Muskoka--Kawarthas,ON,P1H 2J7,Boreal Shield,St. Lawrence Drainage Area,3212,321216,45.2929,-79.3106
